experiment,game_index,seed,label_a,label_b,p1_ai,p2_ai,p1_label,p2_label,winner_player,winner_ai,winner_label,first_attacker,trump_suit,rounds,p1_wounds,p2_wounds,tie_breaker,final_reason,hero_usage,drafted_heroes_p1,drafted_heroes_p2
Random_vs_Random,1828,2827,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,18,0,3,False,normal,"{'nazgul': 1, 'frodo': 1, 'legolas': 1, 'balrog': 1, 'boromir': 1, 'gandalf': 1}","['nazgul', 'frodo', 'boromir']","['balrog', 'saruman', 'wormtongue', 'legolas', 'gandalf']"
Random_vs_Random,1829,2828,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Gondor,10,0,6,False,normal,"{'nazgul': 1, 'galadriel': 1, 'balrog': 1, 'saruman': 1}","['balrog', 'saruman', 'boromir', 'nazgul']","['aragorn', 'legolas', 'wormtongue', 'galadriel']"
Random_vs_Random,1830,2829,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,17,4,0,False,normal,"{'gollum': 1, 'boromir': 1, 'sauron': 1, 'balrog': 1, 'nazgul': 1, 'aragorn': 1}","['boromir', 'gollum', 'sauron']","['galadriel', 'balrog', 'saruman', 'nazgul', 'aragorn']"
Random_vs_Random,1831,2830,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,23,4,5,False,normal,"{'gandalf': 1, 'gollum': 1, 'frodo': 1, 'nazgul': 1, 'aragorn': 1, 'boromir': 1, 'saruman': 1, 'sauron': 1}","['gollum', 'aragorn', 'nazgul']","['saruman', 'frodo', 'boromir', 'gandalf', 'sauron']"
Random_vs_Random,1832,2831,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Rohan,22,2,3,False,normal,"{'gandalf': 1, 'gollum': 1, 'wormtongue': 1, 'balrog': 1, 'galadriel': 1, 'saruman': 1, 'sauron': 1}","['sauron', 'wormtongue', 'gandalf', 'saruman', 'gollum']","['galadriel', 'balrog', 'frodo']"
Random_vs_Random,1833,2832,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,21,3,2,False,normal,"{'gollum': 1, 'nazgul': 1, 'boromir': 1, 'wormtongue': 1, 'frodo': 1, 'sauron': 1, 'saruman': 1}","['saruman', 'wormtongue', 'legolas', 'sauron']","['gollum', 'frodo', 'boromir', 'nazgul']"
Random_vs_Random,1834,2833,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Shire,16,6,2,False,normal,"{'wormtongue': 1, 'sauron': 1, 'balrog': 1, 'boromir': 1, 'gollum': 1, 'saruman': 1, 'nazgul': 1, 'frodo': 1}","['nazgul', 'frodo', 'gollum', 'boromir', 'saruman']","['sauron', 'wormtongue', 'balrog']"
Random_vs_Random,1835,2834,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Gondor,17,1,6,False,normal,"{'boromir': 1, 'frodo': 1, 'galadriel': 1, 'gollum': 1, 'wormtongue': 1, 'nazgul': 1, 'saruman': 1}","['boromir', 'saruman', 'wormtongue', 'nazgul']","['gollum', 'sauron', 'frodo', 'galadriel']"
Random_vs_Random,1836,2835,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,23,2,1,False,normal,"{'wormtongue': 1, 'sauron': 1, 'gandalf': 1, 'boromir': 1, 'legolas': 1, 'nazgul': 1, 'gollum': 1}","['sauron', 'wormtongue', 'boromir']","['gandalf', 'saruman', 'legolas', 'gollum', 'nazgul']"
Random_vs_Random,1837,2836,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,23,5,2,False,normal,"{'nazgul': 1, 'sauron': 1, 'gandalf': 1, 'saruman': 1, 'aragorn': 1, 'galadriel': 1, 'gollum': 1, 'boromir': 1}","['gandalf', 'gollum', 'nazgul', 'galadriel', 'sauron']","['aragorn', 'saruman', 'boromir']"
Random_vs_Random,1838,2837,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,15,0,6,False,normal,"{'gandalf': 1, 'boromir': 1, 'wormtongue': 1, 'saruman': 1, 'frodo': 1}","['frodo', 'gandalf', 'boromir', 'aragorn', 'saruman']","['nazgul', 'wormtongue', 'sauron']"
Random_vs_Random,1839,2838,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,17,2,1,False,normal,"{'boromir': 1, 'balrog': 1, 'frodo': 1, 'sauron': 1, 'legolas': 1, 'saruman': 1, 'nazgul': 1}","['saruman', 'legolas', 'nazgul', 'wormtongue']","['balrog', 'sauron', 'frodo', 'boromir']"
Random_vs_Random,1840,2839,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Rohan,21,4,3,False,normal,"{'legolas': 1, 'boromir': 1, 'sauron': 1, 'galadriel': 1, 'gollum': 1, 'frodo': 1}","['gollum', 'saruman', 'nazgul', 'frodo']","['galadriel', 'legolas', 'boromir', 'sauron']"
Random_vs_Random,1841,2840,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,17,0,2,False,normal,"{'saruman': 1, 'boromir': 1, 'wormtongue': 1, 'gandalf': 1, 'gollum': 1}","['saruman', 'boromir', 'galadriel', 'gollum']","['gandalf', 'balrog', 'frodo', 'wormtongue']"
Random_vs_Random,1842,2841,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,20,6,3,False,normal,"{'boromir': 1, 'legolas': 1, 'wormtongue': 1, 'gollum': 1, 'sauron': 1, 'balrog': 1, 'saruman': 1}","['aragorn', 'sauron', 'balrog', 'saruman']","['wormtongue', 'gollum', 'boromir', 'legolas']"
Random_vs_Random,1843,2842,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,16,1,6,False,normal,"{'boromir': 1, 'legolas': 1, 'aragorn': 1, 'sauron': 1, 'gandalf': 1}","['legolas', 'boromir', 'aragorn', 'sauron']","['saruman', 'nazgul', 'gandalf', 'balrog']"
Random_vs_Random,1844,2843,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Shire,20,3,0,False,normal,"{'frodo': 1, 'nazgul': 1, 'sauron': 1, 'legolas': 1, 'gollum': 1, 'saruman': 1, 'galadriel': 1}","['wormtongue', 'nazgul', 'legolas', 'sauron', 'galadriel']","['saruman', 'gollum', 'frodo']"
Random_vs_Random,1845,2844,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Shire,21,4,1,False,normal,"{'gandalf': 1, 'gollum': 1, 'saruman': 1, 'galadriel': 1, 'boromir': 1, 'nazgul': 1, 'balrog': 1, 'aragorn': 1}","['aragorn', 'gollum', 'nazgul', 'saruman', 'boromir']","['gandalf', 'balrog', 'galadriel']"
Random_vs_Random,1846,2845,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Shire,24,6,2,False,normal,"{'balrog': 1, 'legolas': 1, 'gandalf': 1, 'sauron': 1, 'frodo': 1, 'wormtongue': 1, 'gollum': 1, 'saruman': 1}","['sauron', 'legolas', 'balrog', 'frodo']","['gollum', 'wormtongue', 'gandalf', 'saruman']"
Random_vs_Random,1847,2846,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,16,2,1,False,normal,"{'nazgul': 1, 'gollum': 1, 'boromir': 1, 'legolas': 1, 'sauron': 1, 'galadriel': 1, 'wormtongue': 1}","['legolas', 'wormtongue', 'gollum', 'frodo']","['galadriel', 'boromir', 'sauron', 'nazgul']"
Random_vs_Random,1848,2847,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Rohan,18,6,1,False,normal,"{'gollum': 1, 'balrog': 1, 'galadriel': 1, 'gandalf': 1, 'boromir': 1, 'aragorn': 1, 'sauron': 1}","['gollum', 'sauron', 'saruman', 'galadriel', 'gandalf', 'aragorn']","['boromir', 'balrog']"
Random_vs_Random,1849,2848,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,9,6,0,False,normal,"{'boromir': 1, 'wormtongue': 1, 'balrog': 1, 'legolas': 1}","['gandalf', 'gollum', 'sauron']","['wormtongue', 'boromir', 'balrog', 'aragorn', 'legolas']"
Random_vs_Random,1850,2849,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,17,6,0,False,normal,"{'gandalf': 1, 'gollum': 1, 'boromir': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1}","['legolas', 'gollum', 'sauron', 'gandalf', 'wormtongue']","['aragorn', 'nazgul', 'boromir']"
Random_vs_Random,1851,2850,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,18,0,4,False,normal,"{'frodo': 1, 'aragorn': 1, 'galadriel': 1, 'boromir': 1, 'nazgul': 1, 'sauron': 1, 'balrog': 1, 'gandalf': 1}","['nazgul', 'boromir', 'aragorn', 'balrog', 'sauron']","['gandalf', 'galadriel', 'frodo']"
Random_vs_Random,1852,2851,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,23,1,4,False,normal,"{'frodo': 1, 'boromir': 1, 'gandalf': 1, 'legolas': 1, 'balrog': 1, 'sauron': 1, 'saruman': 1, 'galadriel': 1}","['saruman', 'legolas', 'sauron', 'boromir']","['galadriel', 'balrog', 'frodo', 'gandalf']"
Random_vs_Random,1853,2852,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Mordor,21,6,3,False,normal,"{'boromir': 1, 'wormtongue': 1, 'sauron': 1, 'frodo': 1, 'legolas': 1, 'saruman': 1, 'nazgul': 1}","['saruman', 'gollum', 'sauron', 'wormtongue']","['legolas', 'boromir', 'frodo', 'nazgul']"
Random_vs_Random,1854,2853,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,17,1,6,False,normal,"{'gollum': 1, 'aragorn': 1, 'balrog': 1, 'saruman': 1, 'sauron': 1, 'nazgul': 1, 'boromir': 1, 'wormtongue': 1}","['balrog', 'gollum', 'aragorn', 'saruman', 'boromir']","['wormtongue', 'nazgul', 'sauron']"
Random_vs_Random,1855,2854,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,19,1,2,False,normal,"{'frodo': 1, 'boromir': 1, 'gollum': 1, 'legolas': 1, 'gandalf': 1, 'saruman': 1, 'balrog': 1}","['frodo', 'wormtongue', 'saruman', 'balrog']","['gandalf', 'boromir', 'legolas', 'gollum']"
Random_vs_Random,1856,2855,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Rohan,20,4,0,False,normal,"{'frodo': 1, 'sauron': 1, 'balrog': 1, 'gollum': 1, 'saruman': 1, 'legolas': 1}","['nazgul', 'balrog', 'aragorn', 'frodo']","['saruman', 'gollum', 'legolas', 'sauron']"
Random_vs_Random,1857,2856,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,20,6,0,False,normal,"{'legolas': 1, 'boromir': 1, 'wormtongue': 1, 'gandalf': 1, 'saruman': 1, 'balrog': 1, 'gollum': 1}","['gollum', 'nazgul', 'boromir']","['wormtongue', 'legolas', 'gandalf', 'balrog', 'saruman']"
Random_vs_Random,1858,2857,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,24,4,3,False,normal,"{'legolas': 1, 'gandalf': 1, 'nazgul': 1, 'balrog': 1, 'boromir': 1, 'saruman': 1, 'galadriel': 1}","['balrog', 'galadriel', 'gandalf', 'wormtongue']","['saruman', 'boromir', 'nazgul', 'legolas']"
Random_vs_Random,1859,2858,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Rohan,14,0,6,False,normal,"{'gandalf': 1, 'gollum': 1, 'balrog': 1, 'frodo': 1, 'legolas': 1}","['balrog', 'gandalf', 'legolas', 'frodo', 'galadriel']","['gollum', 'saruman', 'sauron']"
Random_vs_Random,1860,2859,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Gondor,21,0,5,False,normal,"{'saruman': 1, 'frodo': 1, 'boromir': 1, 'legolas': 1, 'wormtongue': 1, 'sauron': 1, 'gollum': 1, 'gandalf': 1}","['gollum', 'wormtongue', 'boromir', 'sauron']","['gandalf', 'legolas', 'frodo', 'saruman']"
Random_vs_Random,1861,2860,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,18,0,6,False,normal,"{'frodo': 1, 'balrog': 1, 'boromir': 1, 'legolas': 1, 'sauron': 1}","['legolas', 'sauron', 'galadriel', 'balrog']","['nazgul', 'frodo', 'wormtongue', 'boromir']"
Random_vs_Random,1862,2861,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Mordor,22,4,2,False,normal,"{'wormtongue': 1, 'legolas': 1, 'balrog': 1, 'aragorn': 1, 'gollum': 1, 'frodo': 1, 'nazgul': 1, 'sauron': 1}","['aragorn', 'gollum', 'balrog', 'legolas', 'sauron']","['wormtongue', 'frodo', 'nazgul']"
Random_vs_Random,1863,2862,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,23,4,6,False,normal,"{'gollum': 1, 'wormtongue': 1, 'gandalf': 1, 'aragorn': 1, 'boromir': 1, 'legolas': 1, 'saruman': 1, 'galadriel': 1}","['galadriel', 'aragorn', 'wormtongue', 'gollum', 'boromir']","['saruman', 'legolas', 'gandalf']"
Random_vs_Random,1864,2863,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,23,6,1,False,normal,"{'nazgul': 1, 'galadriel': 1, 'gandalf': 1, 'balrog': 1, 'frodo': 1, 'gollum': 1}","['gandalf', 'gollum', 'galadriel', 'balrog']","['sauron', 'nazgul', 'wormtongue', 'frodo']"
Random_vs_Random,1865,2864,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Mordor,12,6,2,False,normal,"{'frodo': 1, 'aragorn': 1, 'wormtongue': 1, 'boromir': 1}","['aragorn', 'wormtongue', 'sauron', 'legolas', 'frodo']","['boromir', 'gandalf', 'galadriel']"
Random_vs_Random,1866,2865,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,18,2,1,False,normal,"{'balrog': 1, 'boromir': 1, 'gollum': 1, 'legolas': 1, 'saruman': 1, 'frodo': 1}","['sauron', 'frodo', 'balrog', 'nazgul', 'gollum']","['legolas', 'saruman', 'boromir']"
Random_vs_Random,1867,2866,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Rohan,21,4,0,False,normal,"{'nazgul': 1, 'wormtongue': 1, 'boromir': 1, 'aragorn': 1, 'sauron': 1, 'gollum': 1, 'legolas': 1, 'galadriel': 1}","['nazgul', 'wormtongue', 'galadriel']","['gollum', 'legolas', 'sauron', 'aragorn', 'boromir']"
Random_vs_Random,1868,2867,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Shire,15,6,0,False,normal,"{'wormtongue': 1, 'gollum': 1, 'boromir': 1, 'legolas': 1, 'saruman': 1, 'galadriel': 1, 'nazgul': 1}","['gollum', 'wormtongue', 'galadriel']","['boromir', 'saruman', 'legolas', 'nazgul', 'gandalf']"
Random_vs_Random,1869,2868,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,7,6,0,False,normal,{},"['balrog', 'sauron', 'nazgul', 'gollum']","['aragorn', 'wormtongue', 'boromir', 'frodo']"
Random_vs_Random,1870,2869,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,17,0,6,False,normal,"{'gandalf': 1, 'nazgul': 1, 'aragorn': 1, 'wormtongue': 1, 'frodo': 1, 'sauron': 1}","['sauron', 'frodo', 'wormtongue', 'boromir']","['gandalf', 'balrog', 'aragorn', 'nazgul']"
Random_vs_Random,1871,2870,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,24,3,3,False,normal,"{'legolas': 1, 'galadriel': 1, 'gandalf': 1, 'nazgul': 1, 'wormtongue': 1, 'frodo': 1, 'aragorn': 1, 'saruman': 1}","['frodo', 'nazgul', 'wormtongue', 'galadriel', 'saruman', 'aragorn']","['legolas', 'gandalf']"
Random_vs_Random,1872,2871,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Rohan,19,1,0,False,normal,"{'balrog': 1, 'frodo': 1, 'sauron': 1, 'galadriel': 1, 'gollum': 1, 'gandalf': 1}","['gandalf', 'aragorn', 'boromir', 'galadriel', 'gollum']","['sauron', 'balrog', 'frodo']"
Random_vs_Random,1873,2872,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Mordor,21,3,1,False,normal,"{'gandalf': 1, 'gollum': 1, 'nazgul': 1, 'galadriel': 1, 'boromir': 1, 'legolas': 1, 'sauron': 1, 'wormtongue': 1}","['legolas', 'boromir', 'gollum', 'wormtongue', 'galadriel']","['sauron', 'nazgul', 'gandalf']"
Random_vs_Random,1874,2873,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,22,1,3,False,normal,"{'aragorn': 1, 'wormtongue': 1, 'gollum': 1, 'nazgul': 1, 'frodo': 1, 'boromir': 1, 'legolas': 1}","['wormtongue', 'legolas', 'nazgul', 'boromir', 'gollum']","['aragorn', 'frodo', 'saruman']"
Random_vs_Random,1875,2874,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Shire,19,3,1,False,normal,"{'gollum': 1, 'galadriel': 1, 'boromir': 1, 'nazgul': 1, 'gandalf': 1, 'saruman': 1, 'wormtongue': 1, 'frodo': 1}","['saruman', 'gandalf', 'gollum']","['nazgul', 'boromir', 'galadriel', 'frodo', 'wormtongue']"
Random_vs_Random,1876,2875,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Shire,16,3,0,False,normal,"{'nazgul': 1, 'gollum': 1, 'gandalf': 1, 'saruman': 1, 'frodo': 1}","['nazgul', 'gollum', 'galadriel']","['aragorn', 'frodo', 'gandalf', 'legolas', 'saruman']"
Random_vs_Random,1877,2876,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,21,6,4,False,normal,"{'galadriel': 1, 'wormtongue': 1, 'gandalf': 1, 'nazgul': 1, 'sauron': 1, 'balrog': 1, 'saruman': 1, 'legolas': 1}","['galadriel', 'nazgul']","['legolas', 'sauron', 'gandalf', 'wormtongue', 'balrog', 'saruman']"
Random_vs_Random,1878,2877,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,21,1,6,False,normal,"{'wormtongue': 1, 'nazgul': 1, 'frodo': 1, 'legolas': 1, 'galadriel': 1, 'aragorn': 1, 'sauron': 1, 'saruman': 1}","['saruman', 'legolas', 'galadriel', 'sauron', 'aragorn']","['frodo', 'nazgul', 'wormtongue']"
Random_vs_Random,1879,2878,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Mordor,6,0,6,False,normal,{'balrog': 1},"['balrog', 'galadriel', 'aragorn']","['gollum', 'wormtongue', 'legolas', 'sauron', 'gandalf']"
Random_vs_Random,1880,2879,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Gondor,24,6,2,False,normal,"{'aragorn': 1, 'nazgul': 1, 'sauron': 1, 'legolas': 1, 'gollum': 1, 'frodo': 1, 'saruman': 1, 'balrog': 1}","['saruman', 'frodo', 'balrog', 'legolas', 'gollum']","['nazgul', 'sauron', 'aragorn']"
Random_vs_Random,1881,2880,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Mordor,19,2,0,False,normal,"{'sauron': 1, 'gollum': 1, 'boromir': 1, 'saruman': 1, 'nazgul': 1, 'legolas': 1}","['nazgul', 'legolas', 'balrog']","['sauron', 'gollum', 'galadriel', 'saruman', 'boromir']"
Random_vs_Random,1882,2881,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Mordor,16,6,0,False,normal,"{'wormtongue': 1, 'nazgul': 1, 'legolas': 1, 'sauron': 1, 'boromir': 1, 'galadriel': 1, 'gandalf': 1}","['boromir', 'balrog', 'legolas', 'galadriel', 'gandalf']","['nazgul', 'wormtongue', 'sauron']"
Random_vs_Random,1883,2882,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,12,0,1,False,normal,"{'boromir': 1, 'gollum': 1, 'wormtongue': 1, 'gandalf': 1, 'legolas': 1, 'frodo': 1}","['legolas', 'galadriel', 'gollum']","['wormtongue', 'frodo', 'sauron', 'gandalf', 'boromir']"
Random_vs_Random,1884,2883,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Rohan,25,4,1,False,normal,"{'legolas': 1, 'gollum': 1, 'wormtongue': 1, 'balrog': 1, 'nazgul': 1, 'frodo': 1, 'saruman': 1, 'sauron': 1}","['frodo', 'saruman', 'nazgul', 'sauron', 'balrog']","['wormtongue', 'legolas', 'gollum']"
Random_vs_Random,1885,2884,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,15,1,6,False,normal,"{'wormtongue': 1, 'boromir': 1, 'frodo': 1, 'balrog': 1, 'gollum': 1, 'aragorn': 1}","['boromir', 'balrog', 'aragorn', 'gollum', 'gandalf']","['wormtongue', 'frodo', 'sauron']"
Random_vs_Random,1886,2885,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,8,0,6,False,normal,{'boromir': 1},"['saruman', 'sauron', 'frodo', 'nazgul']","['gollum', 'legolas', 'boromir', 'wormtongue']"
Random_vs_Random,1887,2886,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,8,0,6,False,normal,"{'boromir': 1, 'balrog': 1, 'frodo': 1, 'gandalf': 1}","['frodo', 'balrog']","['boromir', 'wormtongue', 'gandalf', 'legolas', 'sauron', 'gollum']"
Random_vs_Random,1888,2887,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,21,0,6,False,normal,"{'gandalf': 1, 'legolas': 1, 'wormtongue': 1, 'aragorn': 1, 'galadriel': 1}","['wormtongue', 'legolas', 'galadriel', 'aragorn']","['saruman', 'gandalf', 'gollum', 'nazgul']"
Random_vs_Random,1889,2888,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Rohan,23,4,1,False,normal,"{'sauron': 1, 'nazgul': 1, 'legolas': 1, 'wormtongue': 1, 'galadriel': 1, 'boromir': 1, 'gandalf': 1, 'frodo': 1}","['nazgul', 'boromir', 'sauron']","['frodo', 'galadriel', 'wormtongue', 'gandalf', 'legolas']"
Random_vs_Random,1890,2889,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,11,6,0,False,normal,"{'gandalf': 1, 'frodo': 1, 'aragorn': 1, 'boromir': 1}","['gollum', 'gandalf', 'balrog', 'wormtongue']","['galadriel', 'aragorn', 'boromir', 'frodo']"
Random_vs_Random,1891,2890,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,21,6,1,False,normal,"{'nazgul': 1, 'frodo': 1, 'balrog': 1, 'aragorn': 1, 'legolas': 1, 'saruman': 1, 'gandalf': 1, 'sauron': 1}","['saruman', 'legolas', 'sauron']","['frodo', 'aragorn', 'gandalf', 'balrog', 'nazgul']"
Random_vs_Random,1892,2891,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Rohan,21,2,1,False,normal,"{'nazgul': 1, 'frodo': 1, 'boromir': 1, 'wormtongue': 1, 'sauron': 1, 'legolas': 1, 'balrog': 1, 'aragorn': 1}","['sauron', 'boromir', 'legolas', 'wormtongue', 'frodo']","['balrog', 'nazgul', 'aragorn']"
Random_vs_Random,1893,2892,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Rohan,16,2,2,False,normal,"{'gandalf': 1, 'boromir': 1, 'wormtongue': 1, 'frodo': 1, 'gollum': 1, 'legolas': 1, 'saruman': 1}","['legolas', 'gollum', 'galadriel', 'gandalf']","['frodo', 'wormtongue', 'saruman', 'boromir']"
Random_vs_Random,1894,2893,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Mordor,21,3,4,False,normal,"{'frodo': 1, 'balrog': 1, 'wormtongue': 1, 'aragorn': 1, 'sauron': 1, 'galadriel': 1, 'nazgul': 1, 'legolas': 1}","['wormtongue', 'galadriel', 'balrog']","['nazgul', 'frodo', 'aragorn', 'legolas', 'sauron']"
Random_vs_Random,1895,2894,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Mordor,16,2,1,False,normal,"{'boromir': 1, 'legolas': 1, 'frodo': 1, 'wormtongue': 1, 'gandalf': 1, 'balrog': 1, 'saruman': 1}","['frodo', 'boromir', 'gandalf', 'legolas']","['balrog', 'wormtongue', 'saruman', 'aragorn']"
Random_vs_Random,1896,2895,Random,Random,Random,Random,Random,Random,P2,Random,Random,P1,Rohan,18,1,2,False,normal,"{'legolas': 1, 'gollum': 1, 'gandalf': 1, 'frodo': 1, 'balrog': 1, 'nazgul': 1, 'boromir': 1, 'galadriel': 1}","['frodo', 'legolas', 'gollum']","['balrog', 'nazgul', 'gandalf', 'boromir', 'galadriel']"
Random_vs_Random,1897,2896,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,20,0,5,False,normal,"{'gollum': 1, 'nazgul': 1, 'boromir': 1, 'legolas': 1, 'frodo': 1, 'saruman': 1, 'galadriel': 1, 'aragorn': 1}","['frodo', 'galadriel', 'aragorn']","['saruman', 'boromir', 'nazgul', 'gollum', 'legolas']"
Random_vs_Random,1898,2897,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Shire,19,1,6,False,normal,"{'legolas': 1, 'galadriel': 1, 'boromir': 1, 'nazgul': 1, 'balrog': 1, 'sauron': 1, 'gandalf': 1, 'saruman': 1}","['gandalf', 'legolas', 'saruman', 'sauron']","['boromir', 'galadriel', 'nazgul', 'balrog']"
Random_vs_Random,1899,2898,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Shire,23,5,3,False,normal,"{'aragorn': 1, 'nazgul': 1, 'gandalf': 1, 'frodo': 1, 'wormtongue': 1, 'saruman': 1, 'gollum': 1, 'legolas': 1}","['gollum', 'frodo', 'legolas', 'wormtongue']","['saruman', 'nazgul', 'aragorn', 'gandalf']"
Random_vs_Random,1900,2899,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Rohan,14,0,6,False,normal,"{'gollum': 1, 'sauron': 1, 'gandalf': 1, 'balrog': 1, 'frodo': 1, 'galadriel': 1}","['balrog', 'gollum', 'frodo', 'sauron']","['galadriel', 'aragorn', 'gandalf', 'saruman']"
Random_vs_Random,1901,2900,Random,Random,Random,Random,Random,Random,P1,Random,Random,P1,Mordor,16,0,6,False,normal,"{'wormtongue': 1, 'boromir': 1, 'gollum': 1, 'aragorn': 1, 'sauron': 1}","['gollum', 'aragorn', 'sauron', 'galadriel', 'boromir']","['wormtongue', 'balrog', 'nazgul']"
Random_vs_Random,1902,2901,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Shire,23,3,6,False,normal,"{'nazgul': 1, 'gollum': 1, 'frodo': 1, 'saruman': 1, 'galadriel': 1, 'gandalf': 1, 'legolas': 1, 'sauron': 1}","['gandalf', 'frodo', 'galadriel', 'gollum', 'sauron']","['saruman', 'legolas', 'nazgul']"
Random_vs_Random,1903,2902,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Shire,15,6,0,False,normal,"{'balrog': 1, 'legolas': 1, 'boromir': 1, 'nazgul': 1, 'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'frodo': 1}","['nazgul', 'wormtongue', 'frodo', 'gollum']","['legolas', 'saruman', 'balrog', 'boromir']"
Random_vs_Random,1904,2903,Random,Random,Random,Random,Random,Random,P2,Random,Random,P2,Gondor,19,4,1,False,normal,"{'sauron': 1, 'boromir': 1, 'legolas': 1, 'frodo': 1, 'gollum': 1, 'balrog': 1, 'aragorn': 1}","['aragorn', 'balrog', 'boromir', 'gollum']","['gandalf', 'sauron', 'legolas', 'frodo']"
Random_vs_Random,1905,2904,Random,Random,Random,Random,Random,Random,P1,Random,Random,P2,Gondor,19,0,1,False,normal,"{'gollum': 1, 'boromir': 1, 'wormtongue': 1, 'gandalf': 1, 'nazgul': 1, 'legolas': 1, 'saruman': 1, 'galadriel': 1}","['galadriel', 'wormtongue', 'saruman', 'gandalf']","['boromir', 'gollum', 'legolas', 'nazgul']"
